"아르메니아",3538164.000 (Persons),0.048 (annual %),3505249.000 (Persons),-0.935 (annual %),3442820.000 (Persons),-1.797 (annual %),3363111.000 (Persons),-2.342 (annual %),3283664.000 (Persons),-2.391 (annual %),3217349.000 (Persons),-2.040 (annual %),3168213.000 (Persons),-1.539 (annual %),3133081.000 (Persons),-1.115 (annual %),3108691.000 (Persons),-0.782 (annual %),3089020.000 (Persons),-0.635 (annual %),3069597.000 (Persons),-0.631 (annual %),3050686.000 (Persons),-0.618 (annual %),3033976.000 (Persons),-0.549 (annual %),3017938.000 (Persons),-0.530 (annual %),3000715.000 (Persons),-0.572 (annual %),2981262.000 (Persons),-0.650 (annual %),2958301.000 (Persons),-0.773 (annual %),2932615.000 (Persons),-0.872 (annual %),2907615.000 (Persons),-0.856 (annual %),2888094.000 (Persons),-0.674 (annual %),2877314.000 (Persons),-0.374 (annual %),2876536.000 (Persons),-0.027 (annual %),2884239.000 (Persons),0.267 (annual %),2897593.000 (Persons),0.462 (annual %),2912403.000 (Persons),0.510 (annual %),2925559.000 (Persons),0.451 (annual %),2936147.000 (Persons),0.361 (annual %),2944789.000 (Persons),0.294 (annual %),2951741.000 (Persons),0.236 (annual %),2957728.000 (Persons),0.203 (annual %),2963234.000 (Persons),0.186 (annual %)
"아루바",62152.000 (Persons),1.817 (annual %),64623.000 (Persons),3.899 (annual %),68240.000 (Persons),5.446 (annual %),72495.000 (Persons),6.049 (annual %),76705.000 (Persons),5.645 (annual %),80324.000 (Persons),4.610 (annual %),83211.000 (Persons),3.531 (annual %),85450.000 (Persons),2.655 (annual %),87280.000 (Persons),2.119 (annual %),89009.000 (Persons),1.962 (annual %),90866.000 (Persons),2.065 (annual %),92892.000 (Persons),2.205 (annual %),94992.000 (Persons),2.236 (annual %),97016.000 (Persons),2.108 (annual %),98744.000 (Persons),1.765 (annual %),100028.000 (Persons),1.292 (annual %),100830.000 (Persons),0.799 (annual %),101226.000 (Persons),0.392 (annual %),101362.000 (Persons),0.134 (annual %),101452.000 (Persons),0.089 (annual %),101665.000 (Persons),0.210 (annual %),102050.000 (Persons),0.378 (annual %),102565.000 (Persons),0.503 (annual %),103165.000 (Persons),0.583 (annual %),103776.000 (Persons),0.591 (annual %),104339.000 (Persons),0.541 (annual %),104865.000 (Persons),0.503 (annual %),105361.000 (Persons),0.472 (annual %),105846.000 (Persons),0.459 (annual %),106310.000 (Persons),0.437 (annual %),106766.000 (Persons),0.428 (annual %)
"오스트레일리아",17065100.000 (Persons),1.480 (annual %),17284000.000 (Persons),1.275 (annual %),17495000.000 (Persons),1.213 (annual %),17667000.000 (Persons),0.978 (annual %),17855000.000 (Persons),1.059 (annual %),18072000.000 (Persons),1.208 (annual %),18311000.000 (Persons),1.314 (annual %),18517000.000 (Persons),1.119 (annual %),18711000.000 (Persons),1.042 (annual %),18926000.000 (Persons),1.143 (annual %),19153000.000 (Persons),1.192 (annual %),19413000.000 (Persons),1.348 (annual %),19651400.000 (Persons),1.221 (annual %),19895400.000 (Persons),1.234 (annual %),20127400.000 (Persons),1.159 (annual %),20394800.000 (Persons),1.320 (annual %),20697900.000 (Persons),1.475 (annual %),20827600.000 (Persons),0.625 (annual %),21249200.000 (Persons),2.004 (annual %),21691700.000 (Persons),2.061 (annual %),22031750.000 (Persons),1.555 (annual %),22340024.000 (Persons),1.390 (annual %),22733465.000 (Persons),1.746 (annual %),23128129.000 (Persons),1.721 (annual %),23475686.000 (Persons),1.492 (annual %),23815995.000 (Persons),1.439 (annual %),24190907.000 (Persons),1.562 (annual %),24601860.000 (Persons),1.685 (annual %),24982688.000 (Persons),1.536 (annual %),25365745.000 (Persons),1.522 (annual %),25687041.000 (Persons),1.259 (annual %)
"오스트리아",7677850.000 (Persons),0.762 (annual %),7754891.000 (Persons),0.998 (annual %),7840709.000 (Persons),1.101 (annual %),7905633.000 (Persons),0.825 (annual %),7936118.000 (Persons),0.385 (annual %),7948278.000 (Persons),0.153 (annual %),7959017.000 (Persons),0.135 (annual %),7968041.000 (Persons),0.113 (annual %),7976789.000 (Persons),0.110 (annual %),7992324.000 (Persons),0.195 (annual %),8011566.000 (Persons),0.240 (annual %),8042293.000 (Persons),0.383 (annual %),8081957.000 (Persons),0.492 (annual %),8121423.000 (Persons),0.487 (annual %),8171966.000 (Persons),0.620 (annual %),8227829.000 (Persons),0.681 (annual %),8268641.000 (Persons),0.495 (annual %),8295487.000 (Persons),0.324 (annual %),8321496.000 (Persons),0.313 (annual %),8343323.000 (Persons),0.262 (annual %),8363404.000 (Persons),0.240 (annual %),8391643.000 (Persons),0.337 (annual %),8429991.000 (Persons),0.456 (annual %),8479823.000 (Persons),0.589 (annual %),8546356.000 (Persons),0.782 (annual %),8642699.000 (Persons),1.121 (annual %),8736668.000 (Persons),1.081 (annual %),8797566.000 (Persons),0.695 (annual %),8840521.000 (Persons),0.487 (annual %),8879920.000 (Persons),0.445 (annual %),8917205.000 (Persons),0.419 (annual %)
"아제르바이잔",7159000.000 (Persons),0.450 (annual %),7271000.000 (Persons),1.552 (annual %),7382000.000 (Persons),1.515 (annual %),7495000.000 (Persons),1.519 (annual %),7597000.000 (Persons),1.352 (annual %),7685000.000 (Persons),1.152 (annual %),7763000.000 (Persons),1.010 (annual %),7838250.000 (Persons),0.965 (annual %),7913000.000 (Persons),0.949 (annual %),7982750.000 (Persons),0.878 (annual %),8048600.000 (Persons),0.822 (annual %),8111200.000 (Persons),0.775 (annual %),8171950.000 (Persons),0.746 (annual %),8234100.000 (Persons),0.758 (annual %),8306500.000 (Persons),0.875 (annual %),8391850.000 (Persons),1.022 (annual %),8484550.000 (Persons),1.099 (annual %),8581300.000 (Persons),1.134 (annual %),8763400.000 (Persons),2.100 (annual %),8947243.000 (Persons),2.076 (annual %),9054332.000 (Persons),1.190 (annual %),9173082.000 (Persons),1.303 (annual %),9295784.000 (Persons),1.329 (annual %),9416801.000 (Persons),1.293 (annual %),9535079.000 (Persons),1.248 (annual %),9649341.000 (Persons),1.191 (annual %),9757812.000 (Persons),1.118 (annual %),9854033.000 (Persons),0.981 (annual %),9939771.000 (Persons),0.866 (annual %),10024283.000 (Persons),0.847 (annual %),10110116.000 (Persons),0.853 (annual %)
"바하마",256227.000 (Persons),1.767 (annual %),261007.000 (Persons),1.848 (annual %),266028.000 (Persons),1.905 (annual %),271065.000 (Persons),1.876 (annual %),275849.000 (Persons),1.750 (annual %),280179.000 (Persons),1.558 (annual %),283980.000 (Persons),1.348 (annual %),287363.000 (Persons),1.184 (annual %),290600.000 (Persons),1.120 (annual %),294063.000 (Persons),1.185 (annual %),298045.000 (Persons),1.345 (annual %),302618.000 (Persons),1.523 (annual %),307657.000 (Persons),1.651 (annual %),313123.000 (Persons),1.761 (annual %),318893.000 (Persons),1.826 (annual %),324848.000 (Persons),1.850 (annual %),331032.000 (Persons),1.886 (annual %),337387.000 (Persons),1.902 (annual %),343680.000 (Persons),1.848 (annual %),349600.000 (Persons),1.708 (annual %),354936.000 (Persons),1.515 (annual %),359583.000 (Persons),1.301 (annual %),363581.000 (Persons),1.106 (annual %),367162.000 (Persons),0.980 (annual %),370625.000 (Persons),0.939 (annual %),374200.000 (Persons),0.960 (annual %),377923.000 (Persons),0.990 (annual %),381749.000 (Persons),1.007 (annual %),385635.000 (Persons),1.013 (annual %),389486.000 (Persons),0.994 (annual %),393248.000 (Persons),0.961 (annual %)
"바레인",495927.000 (Persons),3.039 (annual %),509762.000 (Persons),2.752 (annual %),523082.000 (Persons),2.579 (annual %),536212.000 (Persons),2.479 (annual %),549590.000 (Persons),2.464 (annual %),563698.000 (Persons),2.535 (annual %),578661.000 (Persons),2.620 (annual %),594927.000 (Persons),2.772 (annual %),613697.000 (Persons),3.106 (annual %),636540.000 (Persons),3.655 (annual %),664610.000 (Persons),4.315 (annual %),697550.000 (Persons),4.837 (annual %),735140.000 (Persons),5.249 (annual %),778708.000 (Persons),5.758 (annual %),829846.000 (Persons),6.360 (annual %),889157.000 (Persons),6.903 (annual %),958423.000 (Persons),7.502 (annual %),1035924.000 (Persons),7.776 (annual %),1114645.000 (Persons),7.324 (annual %),1185075.000 (Persons),6.127 (annual %),1240864.000 (Persons),4.600 (annual %),1278153.000 (Persons),2.961 (annual %),1299942.000 (Persons),1.690 (annual %),1315029.000 (Persons),1.154 (annual %),1336073.000 (Persons),1.588 (annual %),1371853.000 (Persons),2.643 (annual %),1425793.000 (Persons),3.857 (annual %),1494077.000 (Persons),4.678 (annual %),1569440.000 (Persons),4.921 (annual %),1641164.000 (Persons),4.469 (annual %),1701583.000 (Persons),3.615 (annual %)
"방글라데시",103171957.000 (Persons),2.430 (annual %),105599125.000 (Persons),2.325 (annual %),107983708.000 (Persons),2.233 (annual %),110350641.000 (Persons),2.168 (annual %),112737684.000 (Persons),2.140 (annual %),115169933.000 (Persons),2.135 (annual %),117649927.000 (Persons),2.130 (annual %),120160571.000 (Persons),2.112 (annual %),122682818.000 (Persons),2.077 (annual %),125189655.000 (Persons),2.023 (annual %),127657862.000 (Persons),1.952 (annual %),130088709.000 (Persons),1.886 (annual %),132478077.000 (Persons),1.820 (annual %),134791598.000 (Persons),1.731 (annual %),136986429.000 (Persons),1.615 (annual %),139035505.000 (Persons),1.485 (annual %),140921154.000 (Persons),1.347 (annual %),142660381.000 (Persons),1.227 (annual %),144304164.000 (Persons),1.146 (annual %),145924795.000 (Persons),1.117 (annual %),147575433.000 (Persons),1.125 (annual %),149273134.000 (Persons),1.144 (annual %),151005733.000 (Persons),1.154 (annual %),152761413.000 (Persons),1.156 (annual %),154517385.000 (Persons),1.143 (annual %),156256287.000 (Persons),1.119 (annual %),157977151.000 (Persons),1.095 (annual %),159685421.000 (Persons),1.076 (annual %),161376713.000 (Persons),1.054 (annual %),163046173.000 (Persons),1.029 (annual %),164689383.000 (Persons),1.003 (annual %)
"바베이도스",260933.000 (Persons),0.373 (annual %),261912.000 (Persons),0.374 (annual %),262890.000 (Persons),0.373 (annual %),263869.000 (Persons),0.372 (annual %),264893.000 (Persons),0.387 (annual %),265955.000 (Persons),0.400 (annual %),267047.000 (Persons),0.410 (annual %),268183.000 (Persons),0.424 (annual %),269334.000 (Persons),0.428 (annual %),270455.000 (Persons),0.415 (annual %),271511.000 (Persons),0.390 (annual %),272494.000 (Persons),0.361 (annual %),273423.000 (Persons),0.340 (annual %),274331.000 (Persons),0.332 (annual %),275283.000 (Persons),0.346 (annual %),276320.000 (Persons),0.376 (annual %),277475.000 (Persons),0.417 (annual %),278701.000 (Persons),0.441 (annual %),279946.000 (Persons),0.446 (annual %),281107.000 (Persons),0.414 (annual %),282131.000 (Persons),0.364 (annual %),282987.000 (Persons),0.303 (annual %),283698.000 (Persons),0.251 (annual %),284294.000 (Persons),0.210 (annual %),284825.000 (Persons),0.187 (annual %),285327.000 (Persons),0.176 (annual %),285798.000 (Persons),0.165 (annual %),286229.000 (Persons),0.151 (annual %),286640.000 (Persons),0.143 (annual %),287021.000 (Persons),0.133 (annual %),287371.000 (Persons),0.122 (annual %)
"벨라루스",10189000.000 (Persons),0.187 (annual %),10194000.000 (Persons),0.049 (annual %),10216000.000 (Persons),0.216 (annual %),10239000.000 (Persons),0.225 (annual %),10227000.000 (Persons),-0.117 (annual %),10194000.000 (Persons),-0.323 (annual %),10160000.000 (Persons),-0.334 (annual %),10117000.000 (Persons),-0.424 (annual %),10069000.000 (Persons),-0.476 (annual %),10026738.000 (Persons),-0.421 (annual %),9979610.000 (Persons),-0.471 (annual %),9928549.000 (Persons),-0.513 (annual %),9865548.000 (Persons),-0.637 (annual %),9796749.000 (Persons),-0.700 (annual %),9730146.000 (Persons),-0.682 (annual %),9663915.000 (Persons),-0.683 (annual %),9604924.000 (Persons),-0.612 (annual %),9560953.000 (Persons),-0.459 (annual %),9527985.000 (Persons),-0.345 (annual %),9506765.000 (Persons),-0.223 (annual %),9490583.000 (Persons),-0.170 (annual %),9473172.000 (Persons),-0.184 (annual %),9464495.000 (Persons),-0.092 (annual %),9465997.000 (Persons),0.016 (annual %),9474511.000 (Persons),0.090 (annual %),9489616.000 (Persons),0.159 (annual %),9501534.000 (Persons),0.126 (annual %),9498264.000 (Persons),-0.034 (annual %),9483499.000 (Persons),-0.156 (annual %),9417849.000 (Persons),-0.695 (annual %),9398861.000 (Persons),-0.202 (annual %)
"벨기에",9967379.000 (Persons),0.298 (annual %),10004486.000 (Persons),0.372 (annual %),10045158.000 (Persons),0.406 (annual %),10084475.000 (Persons),0.391 (annual %),10115603.000 (Persons),0.308 (annual %),10136811.000 (Persons),0.209 (annual %),10156637.000 (Persons),0.195 (annual %),10181245.000 (Persons),0.242 (annual %),10203008.000 (Persons),0.214 (annual %),10226419.000 (Persons),0.229 (annual %),10251250.000 (Persons),0.243 (annual %),10286570.000 (Persons),0.344 (annual %),10332785.000 (Persons),0.448 (annual %),10376133.000 (Persons),0.419 (annual %),10421137.000 (Persons),0.433 (annual %),10478617.000 (Persons),0.550 (annual %),10547958.000 (Persons),0.660 (annual %),10625700.000 (Persons),0.734 (annual %),10709973.000 (Persons),0.790 (annual %),10796493.000 (Persons),0.805 (annual %),10895586.000 (Persons),0.914 (annual %),11038264.000 (Persons),1.301 (annual %),11106932.000 (Persons),0.620 (annual %),11159407.000 (Persons),0.471 (annual %),11209057.000 (Persons),0.444 (annual %),11274196.000 (Persons),0.579 (annual %),11331422.000 (Persons),0.506 (annual %),11375158.000 (Persons),0.385 (annual %),11427054.000 (Persons),0.455 (annual %),11488980.000 (Persons),0.540 (annual %),11555997.000 (Persons),0.582 (annual %)
"벨리즈",187554.000 (Persons),2.201 (annual %),191136.000 (Persons),1.892 (annual %),194324.000 (Persons),1.654 (annual %),197625.000 (Persons),1.684 (annual %),201679.000 (Persons),2.031 (annual %),206962.000 (Persons),2.586 (annual %),213660.000 (Persons),3.185 (annual %),221575.000 (Persons),3.638 (annual %),230248.000 (Persons),3.840 (annual %),238979.000 (Persons),3.722 (annual %),247310.000 (Persons),3.427 (annual %),255068.000 (Persons),3.089 (annual %),262387.000 (Persons),2.829 (annual %),269428.000 (Persons),2.648 (annual %),276516.000 (Persons),2.597 (annual %),283798.000 (Persons),2.599 (annual %),291338.000 (Persons),2.622 (annual %),299031.000 (Persons),2.606 (annual %),306822.000 (Persons),2.572 (annual %),314655.000 (Persons),2.521 (annual %),322465.000 (Persons),2.452 (annual %),330236.000 (Persons),2.381 (annual %),338001.000 (Persons),2.324 (annual %),345707.000 (Persons),2.254 (annual %),353366.000 (Persons),2.191 (annual %),360926.000 (Persons),2.117 (annual %),368399.000 (Persons),2.049 (annual %),375775.000 (Persons),1.982 (annual %),383071.000 (Persons),1.923 (annual %),390351.000 (Persons),1.883 (annual %),397621.000 (Persons),1.845 (annual %)
"베냉",4978489.000 (Persons),3.235 (annual %),5149496.000 (Persons),3.377 (annual %),5331805.000 (Persons),3.479 (annual %),5521761.000 (Persons),3.501 (annual %),5714215.000 (Persons),3.426 (annual %),5905552.000 (Persons),3.294 (annual %),6094272.000 (Persons),3.146 (annual %),6281644.000 (Persons),3.028 (annual %),6470275.000 (Persons),2.959 (annual %),6664102.000 (Persons),2.952 (annual %),6865946.000 (Persons),2.984 (annual %),7076728.000 (Persons),3.024 (annual %),7295400.000 (Persons),3.043 (annual %),7520556.000 (Persons),3.040 (annual %),7750003.000 (Persons),3.005 (annual %),7982223.000 (Persons),2.952 (annual %),8216893.000 (Persons),2.898 (annual %),8454790.000 (Persons),2.854 (annual %),8696915.000 (Persons),2.824 (annual %),8944713.000 (Persons),2.809 (annual %),9199254.000 (Persons),2.806 (annual %),9460829.000 (Persons),2.804 (annual %),9729254.000 (Persons),2.798 (annual %),10004594.000 (Persons),2.791 (annual %),10286839.000 (Persons),2.782 (annual %),10575962.000 (Persons),2.772 (annual %),10872072.000 (Persons),2.761 (annual %),11175192.000 (Persons),2.750 (annual %),11485035.000 (Persons),2.735 (annual %),11801151.000 (Persons),2.715 (annual %),12123198.000 (Persons),2.692 (annual %)
